time,open,high,low,close,Volume,Volume MA
1575158400,646.98049,652.86247,634,645.20005,97.25834634,304.9649814895005
1575244800,647.73279,648.22,532.0001,634.88999,394.08037022,316.17154943800045
1575331200,632,639.83,581.0001,620.99995,436.98865645,316.1007009025005
1575417600,619.24001,634.95,604,615.61067,220.10348703,315.60006889300047
1575504000,621.61814,639.78,582,625.9836,423.68684129,330.6976046675005
1575590400,622.70081,626.79975,616.74015,623.69609,137.4679707,334.4644307770005
1575676800,623.47975,626.69989,620,622.43474,45.93507406,334.35608145400045
1575763200,622.31676,626,618.25,622.5,52.52092576,323.0371416095005
1575849600,622.5,625.9654,601.13,617.74875,212.03154243,324.2819679715005
1575936000,613.34136,617,607,607.65042,126.72617562,324.76230125650045
1576022400,608.98591,690,589.17005,592.25,573.15995475,326.13763359200044
1576108800,594,638,551.011,601.73,436.29070312,302.7875063420005
1576195200,602.66682,603.72982,593.04103,600.11,185.15847772,304.72175413850044
1576281600,600.11,603,590,593.41295,67.96818903,299.5938286620004
1576368000,590.00187,594.33102,580.10051,590.00005,38.90079138,271.12700057850043
1576454400,592.78357,592.78357,513.02,544.90724,474.05284308,280.05609926700043
1576540800,544.60643,548.91918,465.85,500.99,582.03501387,263.0311689185004
1576627200,497.2402,568,480.21936,545.76801,787.01015314,287.5393477385004
1576713600,542.70001,567,515,522.47081,457.85991523,292.0633740695004
1576800000,524.99994,533.10998,519.00001,524.65,187.78928184,296.8512356530004
1576886400,529.92987,530,523.24145,527.39993,63.67964828,295.17230075000043
1576972800,527.4,547,525.06205,544.38999,126.99570528,281.8180675030004
1577059200,541.34062,551.5,505,520.65084,438.59604861,281.8984371110004
1577145600,520.65,544,520.65,527.42118,133.76203805,277.58136466200045
1577232000,534.46478,534.46478,510,521.5,134.45096859,263.11957102700046
1577318400,521.5,556.99,511.33051,516.90187,292.78485832,270.8854154080005
1577404800,525,530,511,521.36943,473.46660086,292.26199174800047
1577491200,521.12887,524.77,518.29037,523.1,100.40625271,294.65625809550045
1577577600,522.99994,545,520,537.06001,237.22311016,295.9158364820005
1577664000,536.22,548.6,525.00007,533.75006,327.59758439,305.9594069205005
1577750400,534.0508,569.99,525,529.95982,406.18350039,297.6105842025005
1577836800,529.9598,534.99999,525,526.16056,68.01555633,279.19682686300047
1577923200,526.50275,540,512,525.35584,231.48234248,281.5130201010005
1578009600,524.5384,549.13578,518.40001,547.71894,317.83165753,294.00619352600046
1578096000,547.19235,548.64999,537.50497,546.94,108.86498311,297.5044031125005
1578182400,548.33999,564.99999,545.01,550,258.73300381,286.73841114900046
1578268800,550,590,550,589.99999,390.16205868,277.1447633895005
1578355200,590,594.37,552.98,583.47,643.69170095,269.9788407800005
1578441600,580.39492,590,550,570.14375,691.66126653,281.66890834500043
1578528000,566.5,569.52866,551.58009,564.89999,183.45010029,281.4519492675005
1578614400,564.89917,586,555,585.99994,435.93609535,300.06477162100043
1578700800,586,595,575,583,353.01961071,311.36596689250047
1578787200,580.16025,592.99999,580.0001,589.12151,144.21654913,296.6469919185005
1578873600,591.50823,595,579.00001,589,318.89942414,305.90386122300043
1578960000,589,695,588,672.11988,1825.14109105,390.4383673460004
1579046400,672.11,698,650,685.99838,904.44229732,421.0212392960004
1579132800,680.78344,685.95969,650,679.99999,664.78588626,430.5872035660004
1579219200,674.50748,729.51,674.50748,716.3,956.24461115,473.3791214880004
1579305600,716.3,772.3,706.00036,732,802.72411909,501.6541719345005
1579392000,732.00999,737,680,694.60289,749.88356858,522.7684711440005
1579478400,695.53641,709.98,664.50001,701,481.3398139,526.5262868195006
1579564800,701,718,700,713.58,435.93058527,544.9220382665005
1579651200,710.99134,715.21,702.36601,706,223.52612689,544.5242274870005
1579737600,706.00006,709.76677,665.00005,678.0451,674.64302484,562.3647958525005
1579824000,677.86062,690.99,660,682.02,284.58756142,571.1509247680006
1579910400,683,689,670,681.11,173.75931334,566.9022402445005
1579996800,681.11,707.94994,674.7953,701,170.47993174,555.9181338975005
1580083200,701,716.8958,688,712.97999,673.56048203,557.4115729515005
1580169600,712.97,723.0456,707,723,506.63197614,548.1601084320006
1580256000,722.6,735,720.00001,728.28,559.6792345,566.9715651425006
1580342400,730,772.3,714.13651,764.6679,798.14939806,585.0822302780006
1580428800,757.05063,769.87304,741.02,763.66,660.24893531,600.4436965080006
1580515200,763.65,779.99,760.36005,779,304.37851483,608.4517947930005
1580601600,779,826.24402,763.05,809.44,712.11542019,628.1125945955006
1580688000,809.44,830,782.01001,805.476,740.50044542,573.8805623140006
1580774400,803.00001,812.89,775.1,799.1079,543.59507204,555.8382010500006
1580860800,802.89733,885,792.58,864.88,981.41332746,571.6695731100006
1580947200,869.77999,1000,850.55,916.00115,2416.89080337,644.7018827210006
1581033600,916,999.7,900,956.11999,1722.01679799,690.6665166660006
1581120000,952.27,965,916.1,959.76,493.99431012,677.8720537430006
1581206400,955.09006,985,955.09,971.42517,659.67522318,686.7888242070005
1581292800,975.97995,975.986,921.10001,960,705.56256779,700.2704233330006
1581379200,962.9,1024.99991,932.44,1011.99999,1710.54229102,774.6212315395006
1581465600,1012,1198.85,1011.99999,1176.68,3477.2364609,914.7509033425007
1581552000,1176.67984,1215,1106.1,1167.92994,2494.67569564,1025.2553100535006
1581638400,1167.92989,1250,1120,1230,1625.86273402,1097.8604810875006
1581724800,1230,1245,1112,1164.98567,1597.22678906,1169.1978239535006
1581811200,1162.98903,1197.8,1025.05,1149,1168.92060869,1193.9658302865007
1581897600,1148,1167.99,1050.01,1159.99999,1432.07685512,1240.2380742355006
1581984000,1159.99999,1250,1148.00001,1211.80103,1403.47391329,1282.4278081750006
1582070400,1219.99001,1240,1131.59,1165,1542.01010047,1319.6208432955007
1582156800,1165,1198,1100,1154.97888,1124.62692811,1342.8397429355007
1582243200,1154.97,1200,1130,1166.34,621.37575433,1358.6896049105007
1582329600,1173.83994,1174,1140,1157.56,170.6803357,1331.6178506860008
1582416000,1158.94987,1198,1151.26064,1194,470.42546816,1318.1141018230007
1582502400,1187.5983,1200,1150.03,1184.91,394.77051653,1310.6728740475007
1582588800,1184,1184.65941,1101.1,1116.10005,655.74122532,1294.3892689405009
1582675200,1116.1,1129.95969,960,1016.0205,1578.36296076,1252.462876810001
1582761600,1016.01,1095.8,950,1043.06926,1205.77515259,1226.650794540001
1582848000,1043.06,1055.9999,981.85006,1026.54022,680.29406502,1235.9657822850008
1582934400,1026.54,1046.63904,1010,1010.0001,178.33427792,1211.898735022001
1583020800,1010,1035,950,992.63,469.4854597,1200.0948796175012
1583107200,992.61,1040,992.61,1038.97999,1126.37611461,1170.8865707970012
1583193600,1038.96421,1039,995,1012.00071,451.99900812,1019.6246981580013
1583280000,1017.4999,1040,1012.5,1028.27318,365.12159505,913.1469931285013
1583366400,1028.61384,1140,1028.61384,1079.46933,1405.52098099,902.1299054770013
1583452800,1079.44,1122.02001,1062.77001,1122.02001,636.97308833,854.1172204405013
1583539200,1122.06003,1150,1082,1100.09052,620.40362992,826.6913715020013
1583625600,1098.03162,1105.47867,970,973.4587,785.01164673,794.3381110825013
1583712000,971,1024.57999,950,976.2,1182.97168229,783.3129995325013
1583798400,976.25459,1005.29273,948,958.12001,866.41567427,749.5332782225012
1583884800,958.12001,972.87921,855,944.84,1023.60445412,744.4821545230013
1583971200,951.62934,954,580,581.16595,2742.71086319,850.5489099660014
1584057600,582.80005,789,500,686.9379,3321.58294617,1008.0940404895015
1584144000,683.99,695,628.81,635.08002,517.0454177,1010.4250379665015
1584230400,636.02,685,635.99,662.85866,608.39843748,1021.1064340140014
1584316800,653.21101,661.80302,550,579.96018,1948.76473899,1085.7576096975015
1584403200,583.32999,650,555.5555,600.52,1742.96422177,1093.9876727480014
1584489600,600.52,623.84,580.03001,603.5,880.14349773,1077.7060900050014
1584576000,601.06232,728,601.06227,711,2617.00230199,1174.5415018535016
1584662400,711,830,620,685.11,3204.7860521,1325.8640905625016
1584748800,685.11,717.99,653,689.15005,703.53762711,1337.5666989330016
1584835200,689.97,698,628.02,651.11,724.49594149,1317.4726902770014
1584921600,651.11005,698,638.96,689.99995,732.00641959,1331.4730608505015
1585008000,694.98749,714.38,681,702.56869,1168.51723536,1371.6428428660015
1585094400,702.46012,719,688.2,695,544.96894212,1328.6152409225012
1585180800,695,703.7899,685,696.39148,612.52937231,1327.3930551215012
1585267200,696.39147,707,671,686.04836,743.91510211,1333.5686287310014
1585353600,677.15995,685,648.12,670.98001,612.79155562,1324.9576241755012
1585440000,670.98,679.41249,650,656.74,330.2208882,1282.3200844710013
1585526400,664.12,694,652.00044,684.22,527.79328123,1265.388964819001
1585612800,686.62492,688.99897,655,680.64837,680.793209,1248.2484025630013
1585699200,674.29001,688,663.49001,688,456.57192242,1133.9414555245012
1585785600,688,734.99992,683.00055,715,1619.32498025,1048.828557228501
1585872000,715.03019,755,710,739.98,1257.40144017,1085.846358352001
1585958400,741.99995,749,732,740.78385,323.1761123,1071.5852420930012
1586044800,747.8686,760,741.39126,750.00001,232.35360774,985.7646855305011
1586131200,750.00001,887,750,887,1854.1504824,991.3239985620012
1586217600,887,950,800,856.60095,3274.70108434,1111.0518778925011
1586304000,879.2596,900,855.5501,881.06015,949.99079938,1027.701302762001
1586390400,881.87233,906,850,871.63,710.89872828,903.0069365710011
1586476800,862.2697,876.40907,774,811.43005,851.46935409,910.4035229200011
1586563200,821.05995,869.9988,800,834,605.79135587,904.4682936390011
1586649600,834.9,869.4,809,846.52,398.24189037,887.7800671780011
1586736000,836.54,840,798.3,823.2044,581.66286232,858.4373485260012
1586822400,827.94995,849.13,805,830,529.64391814,857.6710973270012
1586908800,826.82274,834.7,807.00001,814.88996,425.36038834,848.3126481285011
1586995200,807.79149,900,790.81,896.96994,1577.93739626,890.0137628360011
1587081600,896,899.99,875.12001,895.57959,519.86660715,885.3675154125012
1587168000,894.16759,972,882.16053,966.95994,1315.5075034,934.6318461725011
1587254400,966.95995,966.99,920,948.5692,588.36719991,937.6605421065012
1587340800,940.00005,959.698,905.00001,924.8,898.02563139,948.5221632260012
1587427200,924.8,937.99989,905.00001,929.98,251.11365091,938.2492496505013
1587513600,931.98,975,919.00001,970,1240.29070637,919.2975359565013
1587600000,970,1028.7999,967,1002,1906.59971105,951.7574495005013
1587686400,1000.00001,1086.8,970.0001,1023.80001,1611.20760817,1016.1590242940013
1587772800,1024.07,1069,1020,1049,770.59101821,1043.0708948175013
1587859200,1048.5,1074.9999,1045.55017,1074.5,540.63684531,977.3952129630013
1587945600,1067.12419,1104.99996,1065,1094,1150.53135765,871.1867266285013
1588032000,1094,1105,1061.00002,1089,816.80955654,864.5276644865013
1588118400,1085.18273,1160,1085.18273,1145,1452.91106723,901.6282814340013
1588204800,1148.96975,1175,1080,1111.88995,1685.1813615,943.3138818045012
1588291200,1111.79956,1154,1100,1140,466.52529044,936.3505785330013
1588377600,1139.99994,1149,1125.00001,1140.96332,256.04961727,929.2409648780013
1588464000,1130.02005,1158.8,1125.01,1141.82906,436.44618987,921.9801312555012
1588550400,1133.22039,1144,1103,1135.89443,964.11898995,943.7038848460012
1588636800,1129.59181,1139.99,1120,1128.5,544.1546725,949.6435990540012
1588723200,1129.5,1175,1120.01,1149.33,1599.2081435,950.7071364160013
1588809600,1149.32,1243.41,1121.02,1234.17,1982.40888809,1023.8342504630011
1588896000,1234.16395,1250,1105,1136.45999,1361.63821491,1026.1407860385011
1588982400,1130.001,1196.76595,1112,1142.79,906.58676578,1042.051764332001
1589068800,1126.67705,1142.499,1000,1055,1351.55815712,1064.728390618501
1589155200,1056.2561,1150,1041.52,1077,1135.73937982,1108.959677064001
1589241600,1070.37992,1123,1070.02564,1109.9899,421.08317613,1067.999300552001
1589328000,1109.9899,1192.5516,1091.22,1180,833.12398375,1014.325514187001
1589414400,1180,1193,1144.00004,1157.05694,928.65226024,980.197746790501
1589500800,1160,1163.47,1111.1111,1128.06,523.77661891,967.857026825501
1589587200,1128.1607,1170,1116,1152.24671,356.96181699,958.6732754095008
1589673600,1152.38806,1198,1140.30011,1179.33,596.73657743,930.9835363985009
1589760000,1172.27875,1239.82994,1165.01001,1219.68574,1158.2583672,948.0559769315008
1589846400,1220.20104,1227.28,1199.99,1218.38,576.91111574,904.2559793570008
1589932800,1218.38,1225.9999,1173,1195,722.15251485,856.1045370245008
1590019200,1201.96142,1209.99998,1055,1126.85074,1025.95261741,884.0759033730008
1590105600,1125.79,1175,1102,1167.53523,480.63155023,895.3050000210008
1590192000,1166.25638,1190,1159.10819,1159.32,175.29303854,882.2473424545008
1590278400,1159.3201,1174.54,1111.1111,1134.51621,232.10238588,845.6465122510008
1590364800,1127.00099,1149.84943,1107.1107,1134.01,519.97388297,844.4374727745007
1590451200,1134.01,1149,1080,1092.00274,699.31726167,799.4429286830007
1590537600,1092.00001,1140.00011,1052.6,1109,712.18084582,735.9315265695006
1590624000,1108.99,1186,1101.00128,1176,659.12795572,700.8060136100006
1590710400,1179.76995,1208,1176.03202,1180.46323,779.04191627,694.4287711345006
1590796800,1188.62599,1305.56,1178,1292.27171,1519.22968868,702.8123477125006
1590883200,1293.0011,1419.41,1236,1242.63,1176.43564273,704.8471608580006
1590969600,1247.85086,1350,1247.20012,1330,741.06696941,720.8463505220006
1591056000,1329.9999,1344.8555,1247,1266.27935,1511.02812918,754.7415577935006
1591142400,1266.49999,1280,1211.53,1251.99,860.03307035,751.3105982990007
1591228800,1252,1275.89,1221.30017,1257.1319,515.66792499,750.9051636030007
1591315200,1249.8,1264,1212.01,1212.05005,540.73616364,760.0938809355007
1591401600,1220.48752,1235,1212.01,1216.54418,151.16049101,737.8150766145006
1591488000,1216.54694,1234.66,1181,1222.02935,287.39337577,694.2718270430007
1591574400,1221.18105,1241.62999,1185.05,1206.9719,383.2618132,684.5893619160007
1591660800,1202.0805,1225,1185.7,1220.05621,431.25673175,670.0445727610006
1591747200,1219.26861,1240.00011,1200,1234.7299,377.89519106,637.6417014435008
1591833600,1234.7299,1245,1145,1187.43941,554.59113724,641.3396807940007
1591920000,1179.64968,1234,1168,1207.55,429.09317454,654.0296875940007
1592006400,1213.79515,1219,1191.02025,1211.0699,108.04825101,647.8269808505007
1592092800,1205.04429,1220,1190,1200,97.44562911,626.7005681575007
1592179200,1200,1219.99,1135.4,1195.07083,841.44378554,633.8068943510007
1592265600,1195.0191,1232.35,1190,1230,370.43994091,616.7198491055008
1592352000,1230,1232.35,1213.61001,1224.9699,439.82349516,605.7546260775008
1592438400,1225,1249.05,1213,1231.02,511.55289193,592.3801748605008
1592524800,1231.0101,1245.78,1205,1225.27999,461.41272605,539.4893267290008
1592611200,1225.29,1230,1217.01001,1224.88,69.11652151,484.1233706680008
1592697600,1224.88,1227,1220,1226,88.81642953,451.5108436740008
1592784000,1226,1286.84999,1221,1283.99836,723.09320395,412.1140974125008
1592870400,1283.3388,1285.5,1261,1268.98977,470.38682451,392.6317851205008
1592956800,1268.99,1285.5,1245,1258.5,376.42249926,385.66951383400084
1593043200,1259,1262.5,1240.58,1259.99625,244.81596434,370.87350386900084
1593129600,1253,1270,1238.05115,1250.81575,309.99228889,378.81509376300085
1593216000,1250.73242,1262.99,1220,1229.99,300.90118616,379.49048428250086
1593302400,1229.9,1249.49365,1221,1240,244.91551803,372.5731695240009
1593388800,1242.5,1245,1223,1233.55317,274.58617385,364.73964162900086
1593475200,1233.55525,1245,1230,1244.00254,141.5134659,352.9205553710009
1593561600,1233.85594,1257.99,1232.26,1250.09866,273.682481,338.8751225590009
1593648000,1250.01877,1250.01877,1220,1231.87,383.89415788,336.6151717260009
1593734400,1231.87,1236.89993,1220,1226.49202,188.01892858,340.61370560450086
1593820800,1227.7452,1232.35,1220.01,1229.93226,68.20131198,339.1514897480009
1593907200,1229.87748,1230,1215,1225.79899,173.96137662,305.7773693020009
1593993600,1225.789,1278,1218.69348,1274.78934,836.32230383,329.07148744800094
1594080000,1274.78846,1290,1263.8105,1280,417.41793597,327.9512094885009
1594166400,1280,1345.80121,1272.4,1314.2146,867.45982977,345.7465563805009
1594252800,1314.21459,1329.99993,1260.57,1288.57836,593.22274655,352.33705740550096
1594339200,1294.89448,1330,1270,1300.57,360.8720497,366.92483381500097
1594425600,1295.68981,1310.25,1285.2804,1287.0001,164.72440933,370.72023280500093
1594512000,1294.46,1300,1280.61,1291.99,145.45319089,341.8382321520009
1594598400,1293.17,1318,1286.3,1300,406.75896327,338.6568390900009
1594684800,1300,1309.49,1287.22,1293.3901,357.90155344,337.7307917990009
1594771200,1293.391,1303.31372,1286,1286.11075,366.12985144,343.79648615400083
1594857600,1286.11075,1294.78,1250.87,1265.01523,528.58809341,354.72627638000085
1594944000,1258.02,1282.75946,1255.62,1272.61284,264.6930737,352.91587075700085
1595030400,1272.60675,1294.57,1260,1282.24481,109.2484193,346.1325158205008
1595116800,1282.23889,1285,1270,1282.99967,58.75308551,335.34086140350087
1595203200,1282.99,1290,1270,1270.0053,260.8172741,341.30605181350086
1595289600,1270.0086,1299,1269.27,1292.51,298.59753693,342.5518046100009
1595376000,1284.8364,1365,1266.9001,1350.5428,797.08150843,363.2111721375009
1595462400,1352.3408,1460.36497,1330,1424.5101,1436.56561358,425.6385063875009
1595548800,1424.5107,1520,1416.03001,1474.74779,954.88612431,469.97274700400095
1595635200,1474.26266,1620.07114,1462.00001,1601.99924,973.71498833,509.96042758950097
1595721600,1602.0099,1644.4444,1560,1591.67,972.91766935,516.7901958655009
1595808000,1588.7801,1725,1588.7801,1627.9999,2534.75120539,622.6568593365009
1595894400,1619,1660,1512.14001,1633.18949,1299.98108444,644.282922070001
1595980800,1635.82986,1694,1610.00002,1640.42326,949.92973447,662.118271466001
1596067200,1641.0101,1748,1620.07001,1728.5,1250.63373566,706.606355764001
1596153600,1729,1830,1697.09548,1824.84,1408.17965197,768.779117896001
1596240000,1824.84,2070,1812.5,2041,1873.81878676,855.1973976895009
1596326400,2040,2186.19457,1700.45,1951,3192.76475342,994.4976871970009
1596412800,1949.5,2149,1902,2050,2072.84494284,1080.244856667001
1596499200,2049.99,2125.07,2049.99,2080,967.06181087,1110.291454638501
1596585600,2087.84724,2178.21,2065,2136.10102,1278.33323447,1147.778711691501
1596672000,2160,2182.77,2117.59337,2145,1083.01443973,1188.6947799930008
1596758400,2138.23017,2159.88999,1976,2089.48,1370.22426583,1251.7435723195008
1596844800,2080,2148.88,2025,2134.64,317.92706692,1264.702271390001
1596931200,2134.64,2152.89,2120,2142.88,303.12009913,1266.8174126415008
1597017600,2142.88,2180,2121.0001,2168.16395,784.18711496,1291.0968915430008
1597104000,2168.22004,2179.57,2003,2105.6696,1150.20573213,1308.7531027280008
1597190400,2090.98,2155,2003,2127.3501,480.06607708,1260.9281259030008
1597276800,2127.36,2300,2101.35108,2279.6166,1465.53638097,1286.4606387360006
1597363200,2279.61538,2500,2250.00001,2391.96044,1489.31373102,1312.2405758705006
1597449600,2380.17043,2465.55,2354,2377.3899,855.97907725,1306.3936462655006
1597536000,2361.0701,2376.39561,2303,2359.983,817.41139309,1220.5266556505005
1597622400,2360,2450,2310,2388.67784,1584.82057182,1234.7686300195005
1597708800,2394.01455,2410.01,2310,2360.93868,1079.00363921,1241.2223252565007
1597795200,2351.0118,2369.59999,2210,2310.44602,1134.99052729,1235.4401648380006
1597881600,2308.97252,2380,2256.4111,2354.91,536.12840182,1191.8376023305004
1597968000,2349.19,2359.99,2225,2236.04007,760.94635033,1136.1939805090005
1598054400,2241.74974,2356,2180,2241.42224,850.01170373,1019.0563280245005
1598140800,2267.66875,2268.01164,2218.08,2243.11642,189.75091777,924.9016267710007
1598227200,2242.83448,2328,2194.5,2314.71975,503.55318536,901.7261954955007
1598313600,2314.70975,2314.70975,2101.35108,2161.99999,1192.80662436,897.4498649900008
1598400000,2161.98999,2230,2125,2184.46,465.5242316,866.5753545835008
1598486400,2184.46,2208.99999,2100,2138.85,464.83541241,821.3059119125007
1598572800,2138.85,2199.9,2130.32001,2161.90275,305.33784358,820.6764507455007
1598659200,2166.90653,2189,2136.42,2173,157.62662127,813.4017768525007
1598745600,2163.66,2311.02,2154.55301,2305.97,416.48707917,795.0167750630008
1598832000,2309.87,2396.77,2278.02902,2387.45,1290.41885067,802.0274309900008
1598918400,2387.45,2615,2276,2584.9101,3004.36340376,928.2422973240007
1599004800,2584.9101,2598.04939,2324.46018,2414.28999,1502.51475941,930.0912162460008
1599091200,2414.27,2450,2000,2089.99963,2102.89824756,960.7704420730008
1599177600,2060.9901,2278,2004.01,2115.04198,1817.80103561,1008.8615399910007
1599264000,2129.8494,2157.99,1701.78,1824.69897,1737.9273179,1054.8873362315007
1599350400,1829.7299,1988,1715.71,1921,745.69479181,1012.9310472310008
1599436800,1921.9999,1922,1731.77525,1917,534.46858794,985.7042946675007
1599523200,1916.99,1917,1800,1834.95,774.0287194,967.6562042730008
1599609600,1826.01325,1905.99984,1800.0001,1900.61988,619.54029286,971.8267988250009
1599696000,1901.92893,2044,1893.01844,2004.99157,1193.75076756,993.4670196865009
1599782400,2004.98768,2018,1921.01,2009.85471,454.8865994,973.7107644700009
1599868800,2009.78812,2058.56,1970,2058.5299,366.48718728,982.5475779455007
1599955200,2058.5299,2148.9,1925,1979.89,586.31290711,986.6855640330008
1600041600,1972.43599,2067.4855,1930,2015.79153,684.15461114,961.2529633720007
1600128000,2002.47594,2050,1935.55001,1973.41326,822.02840853,979.0781722185008
1600214400,1978.90461,1997,1929,1951.00154,495.21202457,980.5970028265007
1600300800,1964.90783,2069.9899,1950.9899,2047.13604,838.65264031,1007.2627426630006
1600387200,2047.15,2080,2035.18,2063.41172,429.70787777,1020.8668054880006
1600473600,2063.39,2121,2055,2108.99999,292.71226038,1014.6780645485007
1600560000,2108.26499,2120,2003,2044.34564,574.94548769,978.9043963995007
1600646400,2099,2120,1850,1886.99468,1796.62991342,918.5177218825008
1600732800,1862.5537,1971,1850,1914.19936,725.2792013,879.6559439770008
1600819200,1914.19869,1932.5295,1800,1830.0403,823.91346866,815.7067050320007
1600905600,1830.0604,1945,1820.30025,1936.01298,470.39498691,748.3364025970006
1600992000,1936.0101,2003.02,1890.25,1978.51791,524.82230497,687.6811519505006
1601078400,1962.20375,1976.39,1941.04017,1959.16007,146.04344124,657.6985844220007
1601164800,1971.93504,1999,1959,1976.19161,167.65001377,639.3576557135008
1601251200,1987.89892,2065.78,1976.35147,2017.80912,659.27876664,633.6201580755007
1601337600,2016.72,2075,1991,2032.99,601.41626173,632.7139565190008
1601424000,2032.99,2050,2000,2040,415.5742527,593.8051307760009
1601510400,2020.3604,2070,1960,2007.0001,804.199075,611.2707545560008
1601596800,2012,2012,1926.1002,1977.00254,843.41479553,635.1171349685007
1601683200,1986.685,1999,1976.4915,1981.0001,56.62202244,608.6325907350008
1601769600,1981,2008,1981,2008,110.3244774,579.9410840480008
1601856000,2007,2027,1958.6,1996.29902,241.95094252,550.9372107475008
1601942400,1996.2899,1997.99999,1903.02,1935.723,424.2398326,547.3886011490007
1602028800,1935.83566,1959.93636,1901,1924,378.88759344,524.4003488055007
1602115200,1924,1997,1910,1960.52167,331.10064314,519.4699870740008
1602201600,1972.10037,2028.54494,1960,2015.00001,618.67976937,535.7683625235007
1602288000,2015.00076,2085,2015.00076,2034.84169,574.71538725,535.7568575015008
1602374400,2048.99907,2070,2015,2053,321.53109771,462.0019167160008
1602460800,2052,2159.99,2033.01001,2135,888.8242072,470.17916701100074
1602547200,2154.48,2162.79,2105,2120.001,459.83405963,451.9751965595007
1602633600,2135,2155,2107.77,2128.44382,453.1266023,451.1117773290008
1602720000,2139.96943,2150,2104.00022,2142.99,297.83867083,439.76259562200073
1602806400,2139,2140.22612,2051.02,2103.29094,523.86662382,458.65375475100075
1602892800,2103.13058,2110.81226,2085,2100.30976,52.45703328,452.8941057265007
1602979200,2100.35348,2141,2096.07,2134,219.48117997,430.90422639300067
1603065600,2134,2150.99998,2080,2141.65056,435.5491869,422.6108726515007
1603152000,2130.05095,2141.63936,2072.00001,2076.09216,713.90578063,437.52744904800073
1603238400,2083.9123,2222.22,1980,2172.0101,1558.48350826,475.2416707110007
1603324800,2172.0001,2344.99999,2131.97,2292.471,1359.25003275,501.0334325720008
1603411200,2293.7578,2339,2112.01,2298.99989,930.60712324,544.7326876120007
1603497600,2284.07364,2323.91,2284.07364,2306.23,260.64287188,552.2486073360008
1603584000,2301,2320.99,2283,2283.03396,239.41364022,552.1217422210008
1603670400,2293.989,2314.89986,2181.00001,2221.7,895.52210045,575.6858556135007
1603756800,2221.7001,2315,2150,2290.122,942.197415,603.8513466915008
1603843200,2297.95931,2320,2178.1992,2223.99312,1062.93246258,640.4429376635007